Name,SMILES,Enthalpy,Entropy,Cp_300,Cp_400,Cp_500,Cp_600,Cp_700,Cp_800,Cp_900,Cp_1000,Cp_1100,Cp_1200,Cp_1300,Cp_1400,Cp_1500
DTXSID101036544,OC(CSC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,-1101.4725011124472,220.8617736827232,141.81808669651306,168.93643998141272,190.17621428650583,206.38926525763486,218.7939475506394,228.43799076341946,236.08074306469848,242.24569923386215,247.29390471411995,251.47960622468952,254.98668050520973,257.95157120632655,260.4777958577266
DTXSID101036918,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F,-1104.140132748769,202.4216470365491,124.82844074506899,145.7269581711911,161.44557205305722,173.04907518512812,181.60597743787278,187.9884277858696,192.82974433503153,196.56944105057096,199.50940980830094,201.8583421078054,203.76254407008497,205.32635634533938,206.6255268927441
DTXSID10814392,OC(=O)C1=C(O)C=C(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C=C1,-1021.0465017915002,210.58345075838216,134.82593232480986,160.4363163238964,180.08437690925143,194.8549741458152,205.97553055554874,214.46967348135604,221.0812774518781,226.32516845699524,230.55521246591502,234.01772788207708,236.88773585012896,239.29242752696274,241.32624240358047
DTXSID10833361,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)C=CC1=CC=CS1,-637.0065987162534,175.00117457865923,101.75603952940338,121.61974233913092,136.89686605060166,148.3769399315928,157.03921377415227,163.6882255367159,168.89570330559354,173.05126855245044,176.42113977281593,179.1910447201531,181.49397016918152,183.42755981095988,185.06509858839036
DTXSID101026767,FC(F)(F)C(=O)OS(=O)(=O)C(F)(F)C(F)(F)F,-539.6322293443069,127.6560167141146,57.1144017429592,66.35864115899533,73.29205352986986,78.42519489382515,82.22654762737463,85.06913290523252,87.22509472438955,88.88602504531713,90.18563618646309,91.21766017566638,92.04850623115021,92.72585874614792,93.28445021640715
DTXSID101026993,OC1=CC2=C(C=C1)C(C1=CC=C(OCCCCSCCCC(F)(F)C(F)(F)F)C=C1)=C(CCC2)C1=CC=CC=C1,-209.52509198306828,215.24787715892046,149.48985894921225,193.24251705507717,230.07708595905902,259.6947023845673,283.4981491608397,302.9140490250243,318.9988979170356,332.4866486217111,343.89707014263496,353.61467764432564,361.93576650657025,369.0953953967071,375.2834708326102
DTXSID101027046,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)C1=CC=CC=C1,-464.80844272792643,142.909259579697,75.36483492672426,91.18221439491062,103.6247407509037,113.12070715179013,120.37782305953169,126.01226380759176,130.47093542947152,134.06168797838797,136.99678790175903,139.42579624556697,141.45698050925475,143.17074344595207,144.62810462802284
DTXSID101027658,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)CCOC(=O)C=C,-908.6812809663953,199.2932207248189,122.39331922507813,145.50057611874865,163.58466678332687,177.375741528678,187.9134495494043,196.0899610148992,202.55206852215824,207.74689973178081,211.98416152333695,215.48291197207678,218.402097802246,220.85984100160456,222.94572983656437
DTXSID101032235,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,-1186.6585619789412,200.28118344193567,124.26672008088704,145.63622707073503,161.64076522759157,173.3776499682219,181.97878590511664,188.36051496819653,193.18086272922952,196.8919837015963,199.8018936613512,202.12207184323628,203.99995095798627,205.54019219701368,206.81848896183968
DTXSID101032285,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C(/F)C(F)(F)F,-719.1169117083418,155.96649353643767,83.45372540486578,97.30949036136457,107.69900138668258,115.37660099094961,121.05691689134488,125.31296437383595,128.55849296005746,131.07998420714327,133.0740401751373,134.676599952224,135.98310008993266,137.0617769260364,137.9623439843684
DTXSID101032316,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(\F)=C(/F)C(F)(F)F,-768.2019585282222,165.31466029060783,90.77945252019191,106.37269939147762,118.2437784063112,127.09961256309144,133.70814904986722,138.7047614996493,142.55107992083325,145.56716298518225,147.97316145177442,149.92202187348167,151.5218800256943,152.85072135804057,153.96589896365845
DTXSID101032328,OS(=O)(=O)C(F)C(F)(F)F,-323.391028150539,98.201119835987,35.82563393191657,42.200487534998715,47.088680434456236,50.75518700369196,53.52036741712549,55.6468952224839,57.320240478430115,58.66520423268037,59.76567037577301,60.679218204783744,61.44655777796272,62.09736273458491,62.65386551400809
DTXSID101034829,OS(=O)(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1291.1688574366367,211.81607094727053,134.4989959012658,157.62294693659751,174.94662909580222,187.66426189985077,196.99259797621187,203.9176786403992,209.1494110045241,213.17680523249766,216.333675331269,218.8495852383888,220.88476331398087,222.55304081758396,223.93677639880895
DTXSID101034831,OS(=O)(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,-1098.4092853181169,189.95632392547083,113.8849192791143,133.43089686212582,148.06991395524014,158.8187892618578,166.70781732759283,172.5700342359309,177.00446647945333,180.42331812903015,183.10771587624254,185.25086534038243,186.98758266341585,188.41366185984296,189.59845176484046
DTXSID101034843,OS(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C1(F)F,-641.70243058431,138.44809857083374,71.49917001976594,84.070010557869,93.54228974159929,100.52151130514159,105.65998050866374,109.49264046310901,112.40510528459122,114.66238587296263,116.44483099911962,117.87618380612196,119.04275565863571,120.00593972272327,120.81028837109585
DTXSID101034950,OS(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)F)C1(F)F,-830.0678070744813,160.53750701773606,92.10880413196784,108.34325923979232,120.5304648402124,129.48156754741694,136.05139925015425,140.9355165144464,144.6336449536675,147.4888221919858,149.7344347124041,151.5305785837924,152.9888419042164,154.1884859025716,155.18690892243654
DTXSID101034962,OS(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C1(F)F,-1215.2616143037073,206.91619911852973,133.46631669588893,156.81775295124072,174.33583099310601,187.19899330169235,196.63200825175417,203.63244484389782,208.9192796027646,212.9877815599237,216.17594843883955,218.7161444855121,220.7704983935193,222.45415467921555,223.850397133492
DTXSID101035108,OS(=O)(=O)C1=CC=C(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)F)C=C1,-1010.9612860733504,214.99325058850613,137.88599635966818,164.11792144738,184.30528638322798,199.49566480982654,210.93788671318924,219.6795226540438,226.48198920089163,231.87279769707092,236.215484307199,239.76399063794693,242.69938863501807,245.15363902464722,247.2249009665996
DTXSID101220812,FC(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O,-467.88812025431633,113.55823636898099,47.35876469595248,54.90282881653275,60.53480642149993,64.67571987197556,67.71708809442657,69.97305796079938,71.67178024709686,72.97238045645304,73.98476264290302,74.78520760537468,75.4272799481359,75.94914186924827,76.37840295439699
DTXSID101335693,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)=C(F)C(F)C(F)(F)F,-963.0596965847816,188.13029073753043,111.57763406398385,130.67670076144276,145.18858754253537,155.98785005299598,164.02000945025495,170.0689242691067,174.70504112534036,178.32422356618346,181.1987433405872,183.5175301034566,185.41385736301788,186.9835386176166,188.29677591027763
DTXSID101336615,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(F)C(F)=C(F)F,-567.7166297541323,136.33874412310365,65.9749575257603,76.93163467459195,85.14132737273609,91.21383993106434,95.71811739039437,99.10516313611073,101.69898813653157,103.72341075826156,105.33187821746073,106.63050084806599,107.69385889405453,108.57538949932277,109.31413868886571
DTXSID101336627,OS(=O)(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(F)C(F)(F)F,-957.6674087983532,170.55348416839723,96.1033001637685,112.81693478280083,125.3379559170577,134.52959367119146,141.27746190370806,146.295692404556,150.0963982610269,153.03120601807638,155.33953816323813,157.18577098341834,158.68455854605688,159.91738416677126,160.94327729208635
